brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
吉利汽车,星瑞L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/00919a7f53f64b5a8458267e3ced78f9~tplv-resize:640:0.png,278,"[12.37, 14.37]",吉利汽车,366,紧凑型车,油电混合,2023.12,5年或15万公里
荣威,荣威eRX5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e6c1c61db1b244cd87614a65ebe5ac0e~tplv-resize:640:0.png,274,"[12.79, 13.99]",上汽集团,367,紧凑型SUV,插电式混合动力,2022.08,3年或10万公里
上汽大通MAXUS,大通G10,https://p3-dcd.byteimg.com/img/motor-mis-img/0278cd781f8003a738f78e3a89038863~tplv-resize:640:0.png,272,"[11.58, 18.58]",上汽大通,368,中大型MPV,压缩天然气(CNG),2024.01,3年或6万公里
昊铂,昊铂HT,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bc9ee36e26cb46619a5f4ff8ba186b46~tplv-resize:640:0.png,268,"[21.39, 32.99]",广汽埃安新能源,369,中大型SUV,纯电动,2023.11,6年或15万公里
奥迪,奥迪Q5 e-tron,https://p3-dcd.byteimg.com/img/motor-mis-img/6a288e43d3e85af91ecebda0776126cb~tplv-resize:640:0.png,260,"[26.85, 37.75]",上汽奥迪,371,中大型SUV,纯电动,2023.04,3年或10万公里
smart,smart精灵#3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ce918680652d4e4db03cb38be9e2e23d~tplv-resize:640:0.png,256,"[20.99, 28.99]",smart,372,紧凑型SUV,纯电动,2024.01,4年或15万公里
睿蓝汽车,睿蓝7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/64fcc4a61921451a92fba19edd358d41~tplv-resize:640:0.png,254,"[11.77, 17.97]",睿蓝汽车,373,紧凑型SUV,纯电动,2024.01,6年或15万公里
东风风行,风行T5,https://p3-dcd.byteimg.com/img/motor-mis-img/f064dda2650019f6c0ba1e1f1a96135c~tplv-resize:640:0.png,253,"[6.29, 12.49]",东风风行,374,紧凑型SUV,汽油,2023.11,8年或16万公里
凌宝汽车,凌宝BOX,https://p3-dcd.byteimg.com/img/motor-mis-img/9d72dc64d09e5287ae96d903ebcc638d~tplv-resize:640:0.png,250,"[3.98, 6.88]",吉麦新能源,375,微型车,纯电动,2024.01,3年或6万公里
奔腾,奔腾NAT,https://p9-dcd.byteimg.com/img/motor-mis-img/86e59b68321279091b353bb89ec0d411~tplv-resize:640:0.png,247,"[14.78, 16.48]",一汽奔腾,376,紧凑型MPV,纯电动,2023.02,3年或30万公里
小虎,小虎FEV,https://p3-dcd.byteimg.com/img/motor-mis-img/9265da77f9e501614776f2afe7afa78f~tplv-resize:640:0.png,244,"[4.19, 5.59]",宏瑞汽车,377,微型车,纯电动,2022.03,3年或6万公里
宝骏,云朵,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f7956c20545c4c87ba29f4b30e6caaf9~tplv-resize:640:0.png,243,"[9.58, 14.58]",上汽通用五菱,378,紧凑型车,纯电动,2023.08,3年或10万公里
岚图,岚图梦想家 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/f555a18ac28d80c7e938d27b137da439~tplv-resize:640:0.png,240,"[33.99, 68.99]",岚图汽车,379,中大型MPV,纯电动,2023.12,5年或10万公里
斯柯达,柯珞克,https://p9-dcd.byteimg.com/img/motor-mis-img/f2176b645be4a6b2cb11efbd76de5b0f~tplv-resize:640:0.png,236,"[11.49, 11.99]",上汽大众斯柯达,380,紧凑型SUV,汽油,2023.10,3年或10万公里
北京汽车,魔方,https://p3-dcd.byteimg.com/img/motor-mis-img/6484b5e44861629ef049ac3c1ce3635b~tplv-resize:640:0.png,235,"[8.99, 12.19]",北京汽车,381,紧凑型SUV,汽油,2023.10,5年或10万公里
腾势,腾势D9 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7751ba552d384a5aa57d20cc58876b29~tplv-resize:640:0.png,203,"[37.08, 46.98]",腾势汽车,391,中大型MPV,纯电动,2024.03,6年或15万公里
欧拉,欧拉闪电猫,https://p3-dcd.byteimg.com/img/motor-mis-img/9a42521e00f5301bbf77aaec4f602946~tplv-resize:640:0.png,201,"[15.68, 23.68]",长城汽车,392,中型车,纯电动,2022.10,5年或15万公里
丰田,亚洲狮,https://p3-dcd.byteimg.com/img/motor-mis-img/425ce00970c41af596f5fb6d21b7fed9~tplv-resize:640:0.png,200,"[11.68, 15.48]",一汽丰田,393,紧凑型车,汽油,2023.05,3年或10万公里
东风风光,风光580,https://p3-dcd.byteimg.com/img/motor-mis-img/81ce7abfa259e4a8e2764f1000f284d5~tplv-resize:640:0.png,193,"[7.99, 12.99]",东风小康,394,中型SUV,汽油,2021.11,7年或15万公里
大众,ID.6 CROZZ,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bfe72d8d82e24fab93410c6b07179b38~tplv-resize:640:0.png,184,"[19.69, 27.49]",一汽-大众,395,中大型SUV,纯电动,2023.09,3年或10万公里
奔腾,奔腾T77,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/208b41b8440a4604b8b663b5a81cfae1~tplv-resize:640:0.png,183,"[9.98, 10.88]",一汽奔腾,396,紧凑型SUV,汽油,2022.12,3年或10万公里
星途,星途追风,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/04e86b0d24e647f6ae1fae3ef6b32be3~tplv-resize:640:0.png,179,"[10.29, 16.29]",星途,397,紧凑型SUV,汽油,2023.09,3年或10万公里
标致,标致408X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4211faff193940beab4af0d54f89ec2d~tplv-resize:640:0.png,179,"[14.07, 17.47]",东风标致,398,中型车,汽油,2023.04,5年或15万公里
宝马,宝马iX1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/95a97101ab9a485e88774be29273a9ea~tplv-resize:640:0.png,177,"[22.6, 23.5]",华晨宝马,399,紧凑型SUV,纯电动,2023.08,3年或10万公里
名爵,MG4 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/798b4dc1a776470c9d5ebf6dae3be966~tplv-resize:640:0.png,177,"[11.58, 17.48]",上汽集团,400,紧凑型车,纯电动,2023.09,3年或10万公里
丰田,广汽丰田铂智4X,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/07e52f01f31940cbbc530d237e7fc671~tplv-resize:640:0.png,174,"[17.98, 23.88]",广汽丰田,401,中型SUV,纯电动,2023.11,3年或10万公里
荣威,荣威iMAX8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6db94c2ed63e49d6a42eba931d90c2c0~tplv-resize:640:0.png,173,"[18.58, 25.58]",上汽集团,402,中大型MPV,汽油,2023.03,3年或10万公里
名爵,MG ONE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6aca48597c4c478195acd0dbcee6aa10~tplv-resize:640:0.png,167,"[9.98, 13.08]",上汽集团,403,紧凑型SUV,汽油,2023.07,3年或10万公里
本田,本田LIFE,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/be382f51ae294caca8a0db835819303a~tplv-resize:640:0.png,166,"[8.78, 10.28]",东风本田,404,小型车,汽油,2023.01,3年或10万公里
凯翼,炫界Pro EV,https://p9-dcd.byteimg.com/img/motor-mis-img/297b50a8f659602e2fd62223e67c0c2a~tplv-resize:640:0.png,166,"[11.99, 17.66]",凯翼汽车,405,紧凑型SUV,纯电动,2023.09,3年或10万公里
北京汽车,北京X7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/67658ecc813347a7ac755fe72b5123ad~tplv-resize:640:0.png,159,"[10.49, 14.99]",北京汽车,406,紧凑型SUV,汽油,2023.04,5年或10万公里
起亚,起亚EV5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8c0e92457a3c418d96d170d35af6afd6~tplv-resize:640:0.png,159,"[14.98, 22.58]",起亚,407,紧凑型SUV,纯电动,2024.02,5年或10万公里
东风风行,风行T5 EVO,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3bf531df6ea944619da286295d32c5c6~tplv-resize:640:0.png,157,"[8.99, 13.19]",东风风行,408,紧凑型SUV,汽油,2023.05,8年或16万公里
别克,昂科旗,https://p9-dcd.byteimg.com/img/motor-mis-img/bc901ffc4cc27ad809db884987ea9edc~tplv-resize:640:0.png,155,"[23.49, 29.49]",上汽通用别克,409,中大型SUV,48V轻混系统,2021.08,3年或10万公里
福特,EVOS,https://p3-dcd.byteimg.com/img/motor-mis-img/62f1f5c9892cfbf4cf1c75e071638aa7~tplv-resize:640:0.png,153,"[16.48, 22.48]",长安福特,410,中型SUV,汽油,2021.11,3年或10万公里
沃尔沃,沃尔沃XC60 RECHARGE,https://p3-dcd.byteimg.com/img/motor-mis-img/fc3ab417cc4308639925ee54f86c7419~tplv-resize:640:0.png,151,"[39.09, 46.49]",沃尔沃亚太,411,中型SUV,插电式混合动力,2023.07,3年不限公里
岚图,岚图追光,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/45e0ac325fd04a4e8b1ce482ce1be56e~tplv-resize:640:0.png,150,"[27.29, 33.59]",岚图汽车,412,中大型车,纯电动,2023.04,5年或10万公里
荣威,荣威iMAX8 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/9939c7a9f9fe0f62a15eb3c074b52123~tplv-resize:640:0.png,149,"[25.98, 35.98]",上汽集团,413,中大型MPV,纯电动,2022.08,6年或15万公里
极越,极越01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6aeec3e3226c44e793dc6c8b3231143d~tplv-resize:640:0.png,147,"[21.99, 30.99]",极越,414,中大型SUV,纯电动,2023.10,4年或10万公里
海马,海马7X,https://p9-dcd.byteimg.com/img/motor-mis-img/0ccdcce434e8438ddd85acf1f1502c03~tplv-resize:640:0.png,145,"[12.98, 16.38]",一汽海马,415,紧凑型MPV,汽油,2023.08,5年或10万公里
思铭,东风本田M-NV,https://p9-dcd.byteimg.com/img/motor-mis-img/b20ad2749ca184a995d7d9b88d20b147~tplv-resize:640:0.png,143,"[10.78, 11.78]",东风本田,416,小型SUV,纯电动,2023.06,3年或12万公里
睿蓝汽车,枫叶60s,https://p3-dcd.byteimg.com/img/motor-mis-img/22ab00035ad9fd4ac71b8baf75aa7293~tplv-resize:640:0.png,141,"[9.98, 15.98]",睿蓝汽车,417,紧凑型车,纯电动,2023.03,1年或15万公里
凯迪拉克,凯迪拉克CT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5312e1be61924f1988aaf45a2d8bfbb0~tplv-resize:640:0.png,139,"[16.97, 20.97]",上汽通用凯迪拉克,418,中型车,汽油,2022.11,3年不限里程
雪佛兰,探界者,https://p3-dcd.byteimg.com/img/motor-mis-img/d0cade284d533a6e482e19d58e728e01~tplv-resize:640:0.png,139,"[11.99, 17.49]",上汽通用雪佛兰,419,中型SUV,汽油,2023.05,3年或10万公里
蔚来,蔚来ET7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/92006669007e4306aca312150cf83bff~tplv-resize:640:0.png,135,"[42.8, 50.6]",蔚来,420,中大型车,纯电动,2023.04,3年或12万公里
江淮钇为,爱跑,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/99c0e84612604e6bb00ed8b4c57a1ab5~tplv-resize:640:0.png,135,"[15.29, 18.99]",江汽集团,421,紧凑型车,纯电动,2024.01,3年或10万公里
凯迪拉克,凯迪拉克XT6,https://p3-dcd.byteimg.com/img/motor-mis-img/6d647af5a9e836b52664a4b0e679b4ea~tplv-resize:640:0.png,132,"[31.97, 42.97]",上汽通用凯迪拉克,422,中大型SUV,48V轻混系统,2021.08,3年不限公里
雪铁龙,天逸 C5 AIRCROSS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c93b0bba962f40328e628f302b03c6d6~tplv-resize:640:0.png,132,"[14.77, 16.97]",东风雪铁龙,423,紧凑型SUV,汽油,2023.08,5年或15万公里
标致,标致508L,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e3b8a7573b784ab388129d474b434366~tplv-resize:640:0.png,127,"[15.87, 20.27]",东风标致,424,中型车,汽油,2023.08,5年或15万公里
红旗,红旗E-HS9,https://p3-dcd.byteimg.com/img/motor-mis-img/fb5c6d20cd6044b28f6eec55dcd6c61c~tplv-resize:640:0.png,125,"[47.78, 74.78]",一汽红旗,425,大型SUV,纯电动,2024.03,4年或10万公里
斯柯达,柯迪亚克,https://p3-dcd.byteimg.com/img/motor-mis-img/bdbd1bffe440a691fb9e8c37ab20e8f6~tplv-resize:640:0.png,125,"[16.19, 21.39]",上汽大众斯柯达,426,中型SUV,汽油,2023.10,3年或10万公里
东风风行,菱智M5 EV,https://p9-dcd.byteimg.com/img/motor-mis-img/15d17f467e2b685be5487fe2fcad8df9~tplv-resize:640:0.png,123,"[13.49, 19.19]",东风风行,427,中型MPV,纯电动,2023.11,5年或10万公里
东风风光,风光ix5,https://p9-dcd.byteimg.com/img/motor-mis-img/9519498106439cdc90e3620b34127cfb~tplv-resize:640:0.png,120,"[9.98, 16.59]",东风小康,428,中型SUV,汽油,2022.05,7年或15万公里
大众,途观L PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/78839f72969927901241f358c5115d2c~tplv-resize:640:0.png,120,"[22.11, 23.2]",上汽大众,429,中型SUV,插电式混合动力,2022.08,3年或10万公里
日产,ARIYA 艾睿雅,https://p9-dcd.byteimg.com/img/motor-mis-img/c16b1a2dfa6203ff91b2a3d20e20bceb~tplv-resize:640:0.png,120,"[15.99, 22.79]",东风日产,430,紧凑型SUV,纯电动,2023.07,3年或10万公里
蔚来,蔚来EC7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/885a4f39f1d84a7aadde3c114219c1dd~tplv-resize:640:0.png,119,"[45.8, 54.8]",蔚来,431,中大型SUV,纯电动,2024.02,3年或12万公里
飞凡汽车,飞凡F7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/05418ae564404a428099f08313bb880d~tplv-resize:640:0.png,119,"[18.99, 27.19]",飞凡汽车,432,中大型车,纯电动,2023.11,5年或12万公里
雪佛兰,开拓者,https://p9-dcd.byteimg.com/img/motor-mis-img/87022b02e646f4a4204f2cb8f323d5ca~tplv-resize:640:0.png,116,"[19.49, 26.69]",上汽通用雪佛兰,433,中大型SUV,48V轻混系统,2023.07,3年或10万公里
长安,长安UNI-V 智电iDD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6ac66805601f4925995bbfd2f85e2af4~tplv-resize:640:0.png,116,"[12.79, 14.29]",长安汽车,434,紧凑型车,插电式混合动力,2023.02,3年或12万公里
智己汽车,智己L7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/14e4fda4fe4a4f9493be5a3be9b087f8~tplv-resize:640:0.png,114,"[29.99, 57.88]",智己汽车,435,中大型车,纯电动,2024.02,待公布
荣威,CLEVER,https://p3-dcd.byteimg.com/img/motor-mis-img/0df783917aab490ada07cd607aa9dedf~tplv-resize:640:0.png,113,"[5.99, 5.99]",上汽集团,436,微型车,纯电动,2022.03,3年或10万公里
宝马,宝马5系PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8521fc33fb8d466b877428ce30a763db~tplv-resize:640:0.png,112,"[0, 0]",华晨宝马,437,中大型车,插电式混合动力,2022.08,3年或10万公里
宝骏,宝骏KiWi EV,https://p3-dcd.byteimg.com/img/motor-mis-img/efdc6c8ac11f8f256a1a69c114935b01~tplv-resize:640:0.png,106,"[8.78, 10.28]",上汽通用五菱,438,微型车,纯电动,2022.09,3年或6万公里
魏牌,摩卡DHT-PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/cd89d1fdd41e40d49d633e182ad7e81c~tplv-resize:640:0.png,102,"[21.18, 21.18]",长城汽车,439,中型SUV,插电式混合动力,2023.06,5年或15万公里
江铃集团新能源,易至EV3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/85b368807a6e4a4384b8b605eebe55bf~tplv-resize:640:0.png,101,"[5.28, 8.28]",江铃集团新能源,440,微型车,纯电动,2023.10,3年或6万公里
江淮汽车,江淮X8 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cf84c6dcdafb46cbbde7cd49e3cd70df~tplv-resize:640:0.png,100,"[9.68, 17.98]",江汽集团,441,中型SUV,汽油,2023.10,3年或10万公里
大众,ID.6 X,https://p3-dcd.byteimg.com/img/motor-mis-img/bc5400d7759589d05ac39a0f52362327~tplv-resize:640:0.png,100,"[19.59, 26.54]",上汽大众,442,中大型SUV,纯电动,2023.04,3年或10万公里
凌宝汽车,凌宝Uni,https://p3-dcd.byteimg.com/img/motor-mis-img/f0549e706e22b4bef069b9e470c55ff3~tplv-resize:640:0.png,100,"[2.98, 4.18]",吉麦新能源,443,微型车,纯电动,2023.03,3年或10万公里
凯迪拉克,凯迪拉克GT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6db297a9abf54fcb86895a89462201a4~tplv-resize:640:0.png,99,"[18.97, 27.47]",上汽通用凯迪拉克,444,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
捷豹,捷豹E-PACE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1e15311a8df14f7b9e95bdbc308c9eb1~tplv-resize:640:0.png,94,"[18.47, 22.97]",奇瑞捷豹路虎,445,紧凑型SUV,48V轻混系统,2023.08,3年或10万公里
坦克,坦克500,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5000e8f30e924e12a70153d236ad1d89~tplv-resize:640:0.png,91,"[33.5, 39.5]",长城汽车,446,中大型SUV,48V轻混系统,2023.03,5年或15万公里
名爵,MG6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/394b1cd9e0fd48bd983858c13464536c~tplv-resize:640:0.png,89,"[8.98, 11.38]",上汽集团,447,紧凑型车,汽油,2023.04,3年或10万公里
江淮汽车,江淮QX PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5901534bebac4251a0136474f5411173~tplv-resize:640:0.png,88,"[12.99, 19.69]",江汽集团,448,紧凑型SUV,插电式混合动力,2023.09,3年或10万公里
腾势,腾势N8 DM,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ec78984f21fa4cca973f9ce89320d770~tplv-resize:640:0.png,85,"[31.18, 31.88]",腾势汽车,449,中大型SUV,插电式混合动力,2023.08,6年或15万公里
大众,途安L,https://p3-dcd.byteimg.com/img/motor-mis-img/20f107b28a94a16705865e9b91e79819~tplv-resize:640:0.png,84,"[12.68, 15.58]",上汽大众,450,紧凑型MPV,汽油,2023.10,3年或10万公里
上汽大通MAXUS,大家9,https://p3-dcd.byteimg.com/img/motor-mis-img/149f3cd713fb650b0414ba133fad555a~tplv-resize:640:0.png,84,"[25.39, 40.39]",上汽大通,451,中大型MPV,纯电动,2023.06,3年或10万公里
合创汽车,合创A06,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6ed97fb37fb446c2bfc1ed3f142f8015~tplv-resize:640:0.png,82,"[13.18, 26.48]",合创汽车,452,中型车,纯电动,2023.11,4年或15万公里
起亚,嘉华,https://p9-dcd.byteimg.com/img/motor-mis-img/c6ac1024c4633112f738ffc8fc41b52c~tplv-resize:640:0.png,77,"[28.89, 33.99]",起亚,453,中大型MPV,汽油,2021.09,5年或10万公里
启辰,启辰星,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b0b6cc8b5a444a168d223471447a26dc~tplv-resize:640:0.png,75,"[11.66, 13.96]",东风日产,454,紧凑型SUV,汽油,2022.11,3年或10万公里
奔腾,奔腾T55,https://p9-dcd.byteimg.com/img/motor-mis-img/5eb9a1106aaeba38383586d41c10fd06~tplv-resize:640:0.png,74,"[7.09, 8.99]",一汽奔腾,455,紧凑型SUV,汽油,2023.04,3年或10万公里
欧拉,欧拉芭蕾猫,https://p3-dcd.byteimg.com/img/motor-mis-img/0bedfedf47aa941755f9ae70f4b0233b~tplv-resize:640:0.png,74,"[14.98, 17.98]",长城汽车,456,紧凑型车,纯电动,2023.04,4年或15万公里
Polestar极星,Polestar 4,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/986fd027248b4db8929ffb4df7743387~tplv-resize:640:0.png,74,"[29.99, 39.99]",Polestar,457,中型SUV,纯电动,2023.11,3年不限公里
标致,标致5008,https://p3-dcd.byteimg.com/img/motor-mis-img/1c52368ba37e8b4015e2014021d98abd~tplv-resize:640:0.png,70,"[17.87, 23.37]",东风标致,461,中型SUV,汽油,2022.11,5年或15万公里
荣威,荣威Ei5,https://p9-dcd.byteimg.com/img/motor-mis-img/f44c223bbfe4ddf0d92ef89139ae89bd~tplv-resize:640:0.png,70,"[14.48, 15.88]",上汽集团,462,紧凑型车,纯电动,2021.03,3年或10万公里
别克,昂扬,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/83dfea1c6d9a4ca6a1d324a8c13ae3e6~tplv-resize:640:0.png,68,"[13.29, 15.89]",上汽通用别克,463,紧凑型SUV,汽油,2022.09,3年或10万公里
起亚,起亚K5,https://p9-dcd.byteimg.com/img/motor-mis-img/b9d80160c481012488835c2bfca2444c~tplv-resize:640:0.png,67,"[14.58, 18.98]",起亚,464,中型车,汽油,2021.08,可选:[3年或15万公里] [5年或10万公里] [7年或7万公里]
雪佛兰,雪佛兰畅巡,https://p3-dcd.byteimg.com/img/motor-mis-img/017ffe70e741c3fe352de81cc84795ce~tplv-resize:640:0.png,67,"[11.79, 13.29]",上汽通用雪佛兰,465,紧凑型车,纯电动,2023.06,3年或10万公里
ARCFOX极狐,极狐 阿尔法T5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/67e354e4850c48c4bd343e14d2fac9c5~tplv-resize:640:0.png,65,"[13.08, 17.48]",北汽新能源,466,中型SUV,纯电动,2023.12,5年或12万公里
蔚来,蔚来ES7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/03f85ad23b75470aa2c6b8fc43fc8c11~tplv-resize:640:0.png,64,"[43.8, 51.8]",蔚来,467,中大型SUV,纯电动,2024.02,3年或12万公里
现代,索纳塔,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d6d54839e6846ef9a26c1c66cc68d61~tplv-resize:640:0.png,64,"[15.18, 20.58]",北京现代,468,中型车,汽油,2022.07,5年或10万公里
哈弗,哈弗赤兔,https://p3-dcd.byteimg.com/img/motor-mis-img/e7839b650abba0c7b787aa48aa248b4f~tplv-resize:640:0.png,62,"[7.78, 12.38]",长城汽车,469,紧凑型SUV,汽油,2023.04,3年或10万公里
现代,菲斯塔,https://p3-dcd.byteimg.com/img/motor-mis-img/59c714d0afdd6fbe61a5108d3c29327f~tplv-resize:640:0.png,62,"[13.18, 14.78]",北京现代,470,紧凑型车,汽油,2022.11,3年或10万公里
长安,长安UNI-K 智电iDD,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f7960d1c00c644449d528cf7b5d922ec~tplv-resize:640:0.png,62,"[17.29, 20.09]",长安汽车,471,中型SUV,插电式混合动力,2024.01,3年或12万公里
本田,凌派,https://p9-dcd.byteimg.com/img/motor-mis-img/0177f23b0d8ce46f98fdd1a0c442f875~tplv-resize:640:0.png,61,"[9.98, 14.98]",广汽本田,472,紧凑型车,汽油,2023.05,3年或10万公里
红旗,红旗HQ9,https://p9-dcd.byteimg.com/img/motor-mis-img/b690e5fd5c48d8da3726a893a2d296cf~tplv-resize:640:0.png,61,"[35.88, 53.88]",一汽红旗,473,中大型MPV,48V轻混系统,2022.09,4年或10万公里
比亚迪,宋MAX DM-i,https://p3-dcd.byteimg.com/img/motor-mis-img/7ec97e2a0cd2675c197335c8319f94b1~tplv-resize:640:0.png,61,"[13, 16.48]",比亚迪,474,紧凑型MPV,插电式混合动力,2022.03,6年或15万公里
凯迪拉克,IQ锐歌,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5b605a25ad8a418bb3cdadd026658e20~tplv-resize:640:0.png,60,"[29.77, 41.97]",上汽通用凯迪拉克,475,中大型SUV,纯电动,2023.11,2年或5万公里
星途,星途追风 C-DM,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/706fe3524bd448329cfccb226e168c57~tplv-resize:640:0.png,60,"[12.98, 14.98]",星途,476,紧凑型SUV,插电式混合动力,2024.01,3年或10万公里
比亚迪,比亚迪D1,https://p3-dcd.byteimg.com/img/motor-mis-img/16a73f90c37db0a802139dd3bcb55a8b~tplv-resize:640:0.png,60,"[16.08, 16.98]",比亚迪,477,紧凑型MPV,纯电动,2023.06,6年或15万公里
奔腾,奔腾T99,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c824422f6b304aa381f609de73f94fc3~tplv-resize:640:0.png,58,"[11.49, 16.69]",一汽奔腾,478,中大型SUV,汽油,2022.12,3年或10万公里
本田,皓影 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fede19012b59405dbaf2cb12c3700cc0~tplv-resize:640:0.png,53,"[20.59, 24.99]",广汽本田,479,紧凑型SUV,插电式混合动力,2023.06,3年或10万公里
本田,英仕派 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2bf120cedd91403a856299dadaaa5cb8~tplv-resize:640:0.png,52,"[21.48, 24.38]",东风本田,480,中型车,插电式混合动力,2023.07,3年或10万公里
奥迪,奥迪e-tron,https://p3-dcd.byteimg.com/img/motor-mis-img/e8587b667f120eb9f0f98d11371b8b74~tplv-resize:640:0.png,50,"[30.62, 36.33]",一汽-大众奥迪,481,中大型SUV,纯电动,2021.04,3年或10万公里
上汽大通MAXUS,大通G90,https://p3-dcd.byteimg.com/img/motor-mis-img/a1ee687418329152e9c1b720e140a392~tplv-resize:640:0.png,49,"[18.99, 31.99]",上汽大通,482,中大型MPV,汽油,2023.11,3年或10万公里
启辰,启辰D60,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/19edcae930eb41e6995bb85e5ae1dea3~tplv-resize:640:0.png,41,"[7.88, 8.98]",东风日产,491,紧凑型车,汽油,2023.02,3年或10万公里
雪佛兰,星迈罗,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8872eb50f9e04be1b5b3314e99ffbca7~tplv-resize:640:0.png,40,"[8.69, 11.19]",上汽通用雪佛兰,492,紧凑型SUV,汽油,2023.07,3年或10万公里
马自达,马自达CX-30,https://p3-dcd.byteimg.com/img/motor-mis-img/f52705ca1c53816aaa856c1a1ae056df~tplv-resize:640:0.png,38,"[11.99, 18.99]",长安马自达,493,小型SUV,汽油,2022.08,3年或10万公里
英菲尼迪,英菲尼迪QX60,https://p9-dcd.byteimg.com/img/motor-mis-img/7a627875ede9d3e13c79a4c4218a2d4a~tplv-resize:640:0.png,38,"[31.88, 43.88]",东风英菲尼迪,494,中大型SUV,汽油,2023.11,4年或10万公里
福特,途睿欧,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/14c65fe6c78648d98181e94d165541f1~tplv-resize:640:0.png,36,"[21.46, 26]",江铃福特,495,中型MPV,汽油,2024.03,3年或6万公里
领克,领克09,https://p9-dcd.byteimg.com/img/motor-mis-img/1a06bf130547fd74fa56c6a455d8dd7d~tplv-resize:640:0.png,35,"[22.79, 24.79]",领克,496,中大型SUV,48V轻混系统,2021.10,5年或10万公里
ARCFOX极狐,极狐考拉,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2ae812bccf4746899d8d2ed99bbd9573~tplv-resize:640:0.png,34,"[11.48, 16.48]",北汽新能源,497,紧凑型MPV,纯电动,2024.02,5年或12万公里
